Date,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Time Zone,Population,Population Density,Longitude,Latitude
2021-09-26,54,3,91,-40,127495,4042,122211,1242,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-09-26,13,0,13,0,12106,333,11466,307,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-09-26,46,2,50,-6,108374,2195,104205,1974,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-09-26,106,1,123,-18,46137,1552,43387,1198,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-09-26,6,0,0,6,20008,521,19056,431,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-09-26,31,0,67,-36,34078,1024,32095,959,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-09-26,30,7,123,-100,89143,2115,85626,1402,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-09-26,19,3,83,-67,59522,3036,56003,483,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-09-26,93,4,379,-290,104394,2818,99249,2327,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-09-27,63,4,86,-27,37590,1898,33691,2001,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-09-27,67,7,136,-76,112316,3926,106737,1653,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-09-27,24,0,45,-21,131317,2668,127859,790,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-09-27,1,0,2,-1,23010,465,22441,104,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-09-27,103,4,251,-152,857335,13526,841970,1839,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-09-27,60,6,156,-102,154616,5178,147678,1760,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-09-27,8,0,10,-2,11730,458,11087,185,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-09-27,1390,118,3771,-2499,4209403,141585,4027548,40270,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-09-27,11,0,44,-33,29479,763,28211,505,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-09-27,152,6,429,-283,702211,14601,684396,3214,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-09-27,185,12,247,-74,481358,29928,447732,3698,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-09-27,93,14,287,-208,394847,29385,363632,1830,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-09-27,18,0,54,-36,39749,1039,38581,129,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-09-27,21,12,68,-59,69315,2336,66091,888,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-09-27,35,2,55,-22,45068,1392,42160,1516,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-09-27,74,4,235,-165,156592,5364,149866,1362,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-09-27,64,0,21,43,34848,767,31010,3071,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-09-27,36,2,106,-72,51027,1391,48658,978,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-09-27,26,1,53,-28,53587,1732,51384,471,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-09-27,27,9,189,-171,48951,3772,43814,1365,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-09-27,0,0,6,-6,14508,258,14020,230,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-09-27,1,0,6,-5,11944,302,11536,106,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-09-27,11,2,30,-21,27336,795,26235,306,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-09-27,35,3,165,-133,62551,1293,60512,746,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-09-27,21,0,7,14,33664,553,31317,1794,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-09-27,6,0,17,-11,22884,352,22445,87,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-09-27,43,2,140,-99,127538,4044,122351,1143,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-09-27,4,1,32,-29,12110,334,11498,278,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-09-27,30,3,85,-58,108404,2198,104290,1916,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-09-27,78,3,168,-93,46215,1555,43555,1105,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-09-27,1,1,24,-24,20009,522,19080,407,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-09-27,11,1,85,-75,34089,1025,32180,884,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-09-27,15,1,159,-145,89158,2116,85785,1257,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-09-27,18,1,36,-19,59540,3037,56039,464,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-09-27,52,4,316,-268,104446,2822,99565,2059,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-09-28,42,9,155,-122,37632,1907,33846,1879,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-09-28,92,6,265,-179,112408,3932,107002,1474,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-09-28,44,1,39,4,131361,2669,127898,794,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-09-28,7,1,3,3,23017,466,22444,107,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-09-28,104,3,176,-75,857439,13529,842146,1764,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-09-28,71,3,132,-64,154687,5181,147810,1696,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-09-28,1,0,48,-47,11731,458,11135,138,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-09-28,2057,124,3551,-1618,4211460,141709,4031099,38652,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-09-28,31,0,68,-37,29510,763,28279,468,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-09-28,204,6,238,-40,702415,14607,684634,3174,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-09-28,308,20,294,-6,481666,29948,448026,3692,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-09-28,179,11,248,-80,395026,29396,363880,1750,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-09-28,85,1,34,50,39834,1040,38615,179,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-09-28,40,11,251,-222,69355,2347,66342,666,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-09-28,25,2,50,-27,45093,1394,42210,1489,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-09-28,68,3,176,-111,156660,5367,150042,1251,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-09-28,55,2,24,29,34903,769,31034,3100,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-09-28,61,3,103,-45,51088,1394,48761,933,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-09-28,7,1,9,-3,53594,1733,51393,468,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-09-28,35,4,78,-47,48986,3776,43892,1318,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-09-28,2,0,77,-75,14510,258,14097,155,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-09-28,8,0,7,1,11952,302,11543,107,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-09-28,36,2,44,-10,27372,797,26279,296,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-09-28,58,2,75,-19,62609,1295,60587,727,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-09-28,41,0,9,32,33705,553,31326,1826,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-09-28,7,0,0,7,22891,352,22445,94,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-09-28,89,7,94,-12,127627,4051,122445,1131,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-09-28,16,1,26,-11,12126,335,11524,267,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-09-28,66,2,52,12,108470,2200,104342,1928,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-09-28,61,1,108,-48,46276,1556,43663,1057,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-09-28,2,0,81,-79,20011,522,19161,328,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-09-28,35,1,70,-36,34124,1026,32250,848,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-09-28,45,2,297,-254,89203,2118,86082,1003,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-09-28,26,3,54,-31,59566,3040,56093,433,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-09-28,105,9,195,-99,104551,2831,99760,1960,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-09-29,62,10,75,-23,37694,1917,33921,1856,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-09-29,88,7,180,-99,112496,3939,107182,1375,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-09-29,47,1,49,-3,131408,2670,127947,791,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-09-29,1,0,8,-7,23018,466,22452,100,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-09-29,177,6,194,-23,857616,13535,842340,1741,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-09-29,75,5,125,-55,154762,5186,147935,1641,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-09-29,1,0,11,-10,11732,458,11146,128,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-09-29,1954,117,3077,-1240,4213414,141826,4034176,37412,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-09-29,19,2,35,-18,29529,765,28314,450,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-09-29,189,5,339,-155,702604,14612,684973,3019,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-09-29,199,12,294,-107,481865,29960,448320,3585,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-09-29,225,9,268,-52,395251,29405,364148,1698,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-09-29,94,3,34,57,39928,1043,38649,236,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-09-29,29,7,155,-133,69384,2354,66497,533,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-09-29,36,1,51,-16,45129,1395,42261,1473,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-09-29,91,7,115,-31,156751,5374,150157,1220,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-09-29,57,2,83,-28,34960,771,31117,3072,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-09-29,59,1,90,-32,51147,1395,48851,901,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-09-29,23,1,11,11,53617,1734,51404,479,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-09-29,39,3,46,-10,49025,3779,43938,1308,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-09-29,10,1,2,7,14520,259,14099,162,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-09-29,2,0,11,-9,11954,302,11554,98,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-09-29,21,2,16,3,27393,799,26295,299,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-09-29,55,0,108,-53,62664,1295,60695,674,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-09-29,23,0,109,-86,33728,553,31435,1740,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-09-29,7,0,6,1,22898,352,22451,95,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-09-29,61,4,58,-1,127688,4055,122503,1130,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-09-29,23,1,28,-6,12149,336,11552,261,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-09-29,51,1,70,-20,108521,2201,104412,1908,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-09-29,22,3,132,-113,46298,1559,43795,944,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-09-29,14,1,12,1,20025,523,19173,329,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-09-29,27,2,57,-32,34151,1028,32307,816,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-09-29,23,1,86,-64,89226,2119,86168,939,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-09-29,19,3,50,-34,59585,3043,56143,399,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-09-29,83,6,176,-99,104634,2837,99936,1861,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-09-30,40,10,101,-71,37734,1927,34022,1785,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-09-30,86,5,229,-148,112582,3944,107411,1227,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-09-30,59,1,87,-29,131467,2671,128034,762,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-09-30,2,0,10,-8,23020,466,22462,92,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-09-30,149,3,193,-47,857765,13538,842533,1694,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-09-30,67,5,190,-128,154829,5191,148125,1513,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-09-30,3,0,4,-1,11735,458,11150,127,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-09-30,1690,113,2848,-1271,4215104,141939,4037024,36141,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-09-30,18,0,15,3,29547,765,28329,453,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-09-30,166,11,288,-133,702770,14623,685261,2886,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-09-30,144,28,283,-167,482009,29988,448603,3418,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-09-30,195,13,252,-70,395446,29418,364400,1628,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-09-30,32,2,52,-22,39960,1045,38701,214,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-09-30,40,5,34,1,69424,2359,66531,534,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-09-30,34,0,47,-13,45163,1395,42308,1460,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-09-30,60,1,114,-55,156811,5375,150271,1165,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-09-30,47,2,85,-40,35007,773,31202,3032,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-09-30,62,2,73,-13,51209,1397,48924,888,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-09-30,13,3,29,-19,53630,1737,51433,460,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-09-30,31,2,26,3,49056,3781,43964,1311,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-09-30,4,0,15,-11,14524,259,14114,151,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-09-30,2,0,13,-11,11956,302,11567,87,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-09-30,28,0,28,0,27421,799,26323,299,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-09-30,52,1,52,-1,62716,1296,60747,673,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-09-30,15,0,5,10,33743,553,31440,1750,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-09-30,1,0,11,-10,22899,352,22462,85,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-09-30,42,2,118,-78,127730,4057,122621,1052,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-09-30,10,0,15,-5,12159,336,11567,256,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-09-30,62,2,80,-20,108583,2203,104492,1888,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-09-30,43,2,63,-22,46341,1561,43858,922,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-09-30,5,0,43,-38,20030,523,19216,291,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-09-30,27,1,14,12,34178,1029,32321,828,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-09-30,50,1,76,-27,89276,2120,86244,912,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-09-30,30,4,37,-11,59615,3047,56180,388,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-09-30,75,1,167,-93,104709,2838,100103,1768,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-10-01,58,10,125,-77,37792,1937,34147,1708,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-10-01,97,6,181,-90,112679,3950,107592,1137,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-10-01,71,2,47,22,131538,2673,128081,784,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-10-01,6,0,10,-4,23026,466,22472,88,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-10-01,151,5,138,8,857916,13543,842671,1702,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-10-01,64,2,135,-73,154893,5193,148260,1440,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-10-01,1,0,30,-29,11736,458,11180,98,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-10-01,1624,87,2811,-1274,4216728,142026,4039835,34867,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-10-01,39,0,50,-11,29586,765,28379,442,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-10-01,115,1,168,-54,702885,14624,685429,2832,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-10-01,107,15,216,-124,482116,30003,448819,3294,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-10-01,124,11,225,-112,395570,29429,364625,1516,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-10-01,81,0,61,20,40041,1045,38762,234,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-10-01,15,2,114,-101,69439,2361,66645,433,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-10-01,16,3,48,-35,45179,1398,42356,1425,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-10-01,64,3,148,-87,156875,5378,150419,1078,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-10-01,48,1,25,22,35055,774,31227,3054,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-10-01,52,0,77,-25,51261,1397,49001,863,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-10-01,20,2,63,-45,53650,1739,51496,415,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-10-01,40,3,105,-68,49096,3784,44069,1243,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-10-01,3,0,4,-1,14527,259,14118,150,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-10-01,7,0,2,5,11963,302,11569,92,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-10-01,26,1,32,-7,27447,800,26355,292,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-10-01,61,5,92,-36,62777,1301,60839,637,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-10-01,24,0,4,20,33767,553,31444,1770,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-10-01,7,0,5,2,22906,352,22467,87,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-10-01,50,1,117,-68,127780,4058,122738,984,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-10-01,7,2,23,-18,12166,338,11590,238,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-10-01,45,0,69,-24,108628,2203,104561,1864,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-10-01,39,2,135,-98,46380,1563,43993,824,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-10-01,3,0,19,-16,20033,523,19235,275,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
