Date,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Time Zone,Population,Population Density,Longitude,Latitude
2021-05-06,11,0,4,7,5421,168,5104,149,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-06,5647,147,5440,60,1697305,46496,1552532,98277,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-06,84,2,45,37,8126,124,6467,1535,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-06,1056,7,1501,-452,288290,3857,254123,30310,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-06,372,13,403,-44,186986,8585,168000,10401,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-06,255,28,249,-22,149198,10851,136506,1841,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-06,120,5,89,26,8284,55,7188,1041,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-06,64,2,140,-78,33320,960,30621,1739,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-06,74,0,41,33,20568,453,17795,2320,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-06,104,3,126,-25,69278,1663,66027,1588,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-06,8,0,28,-20,11832,188,11140,504,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-06,168,1,151,16,14281,222,12480,1579,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-06,253,11,89,153,12134,271,10133,1730,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-06,67,3,36,28,16407,824,14164,1419,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-06,7,0,5,2,7574,118,7150,306,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-06,2,0,12,-10,4430,120,4219,91,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-06,19,0,16,3,10692,400,7951,2341,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-06,273,3,61,209,15084,383,13016,1685,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-06,22,0,22,0,20408,260,11401,8747,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-06,10,0,13,-3,9041,153,8640,248,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-06,520,20,479,21,47151,1176,40776,5199,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-06,0,0,8,-8,5475,119,5281,75,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-06,17,0,23,-6,61580,932,60343,305,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-06,47,0,50,-3,12470,341,11594,535,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-06,2,2,17,-17,10443,214,9945,284,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-05-06,0,0,120,-120,15664,509,13431,1724,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-05-06,416,10,257,149,38261,834,34930,2497,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-05-06,130,7,127,-4,21208,1041,18727,1440,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-05-06,81,4,60,17,29805,984,26490,2331,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-05-07,113,4,114,-5,11702,465,9973,1264,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-07,114,5,150,-41,45542,1394,42882,1266,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-07,68,0,50,18,47895,1220,44794,1881,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-07,65,0,35,30,7170,175,6105,890,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-07,783,20,595,168,414101,6782,399866,7453,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-07,184,11,271,-98,40785,1003,36481,3301,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-05-07,0,1,2,-3,5421,169,5106,146,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-07,6327,167,5891,269,1703632,46663,1558423,98546,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-07,87,9,93,-15,8213,133,6560,1520,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-07,1929,25,1221,683,290219,3882,255344,30993,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-07,535,12,763,-240,187521,8597,168763,10161,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-07,235,22,283,-70,149433,10873,136789,1771,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-07,133,0,95,38,8417,55,7283,1079,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-07,144,1,223,-80,33464,961,30844,1659,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-07,84,0,125,-41,20652,453,17920,2279,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-07,105,7,165,-67,69383,1670,66192,1521,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-07,16,0,18,-2,11848,188,11158,502,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-07,197,1,343,-147,14478,223,12823,1432,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-07,94,0,33,61,12228,271,10166,1791,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-07,53,4,27,22,16460,828,14191,1441,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-07,0,0,15,-15,7574,118,7165,291,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-07,3,0,0,3,4433,120,4219,94,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-07,28,1,9,18,10720,401,7960,2359,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-07,89,6,116,-33,15173,389,13132,1652,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-07,2,0,0,2,20410,260,11401,8749,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-07,30,0,34,-4,9071,153,8674,244,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-07,628,17,505,106,47779,1193,41281,5305,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-07,1,0,2,-1,5476,119,5283,74,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-07,27,0,18,9,61607,932,60361,314,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-07,36,0,33,3,12506,341,11627,538,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-07,7,0,10,-3,10450,214,9955,281,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-05-07,7,0,31,-24,15671,509,13462,1700,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-05-07,283,7,204,72,38544,841,35134,2569,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-05-07,142,4,112,26,21350,1045,18839,1466,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-05-07,95,1,76,18,29900,985,26566,2349,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-05-08,100,4,5,91,11802,469,9978,1355,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-08,113,8,130,-25,45655,1402,43012,1241,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-08,81,4,32,45,47976,1224,44826,1926,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-08,76,0,48,28,7246,175,6153,918,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-08,732,26,584,122,414833,6808,400450,7575,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-08,137,10,261,-134,40922,1013,36742,3167,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-05-08,2,0,0,2,5423,169,5106,148,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-08,6130,179,5494,457,1709762,46842,1563917,99003,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-08,88,3,37,48,8301,136,6597,1568,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-08,2263,5,1963,295,292482,3887,257307,31288,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-08,138,54,408,-324,187659,8651,169171,9837,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-08,224,20,207,-3,149657,10893,136996,1768,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-08,74,0,49,25,8491,55,7332,1104,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-08,108,3,92,13,33572,964,30936,1672,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-08,125,2,51,72,20777,455,17971,2351,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-08,109,3,208,-102,69492,1673,66400,1419,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-08,3,0,6,-3,11851,188,11164,499,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-08,267,6,154,107,14745,229,12977,1539,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-08,112,0,19,93,12340,271,10185,1884,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-08,77,2,67,8,16537,830,14258,1449,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-08,19,0,4,15,7593,118,7169,306,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-08,0,0,0,0,4433,120,4219,94,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-08,23,0,1,22,10743,401,7961,2381,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-08,77,4,151,-78,15250,393,13283,1574,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-08,1,1,4,-4,20411,261,11405,8745,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-08,10,0,18,-8,9081,153,8692,236,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-08,653,7,256,390,48432,1200,41537,5695,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-08,0,0,2,-2,5476,119,5285,72,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-08,17,0,14,3,61624,932,60375,317,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-08,11,1,16,-6,12517,342,11643,532,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-08,0,0,1,-1,10450,214,9956,280,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-05-08,9,1,34,-26,15680,510,13496,1674,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-05-08,300,3,276,21,38844,844,35410,2590,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-05-08,150,13,298,-161,21500,1058,19137,1305,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-05-08,82,3,73,6,29982,988,26639,2355,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-05-09,28,6,91,-69,11830,475,10069,1286,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-09,103,5,103,-5,45758,1407,43115,1236,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-09,61,0,174,-113,48037,1224,45000,1813,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-09,37,0,61,-24,7283,175,6214,894,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-09,809,16,690,103,415642,6824,401140,7678,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-09,140,10,202,-72,41062,1023,36944,3095,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-05-09,0,1,1,-2,5423,170,5107,146,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-09,3922,170,4360,-608,1713684,47012,1568277,98395,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-09,75,0,62,13,8376,136,6659,1581,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-09,516,9,592,-85,292998,3896,257899,31203,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-09,139,41,445,-347,187798,8692,169616,9490,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-09,230,19,196,15,149887,10912,137192,1783,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-09,124,2,121,1,8615,57,7453,1105,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-09,64,2,129,-67,33636,966,31065,1605,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-09,90,0,21,69,20867,455,17992,2420,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-09,88,2,212,-126,69580,1675,66612,1293,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-09,16,0,9,7,11867,188,11173,506,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-09,184,3,157,24,14929,232,13134,1563,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-09,92,0,311,-219,12432,271,10496,1665,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-09,54,6,46,2,16591,836,14304,1451,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-09,3,0,0,3,7596,118,7169,309,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-09,1,0,0,1,4434,120,4219,95,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-09,2,0,2,0,10745,401,7963,2381,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-09,52,2,13,37,15302,395,13296,1611,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-09,17,0,18,-1,20428,261,11423,8744,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-09,8,0,21,-13,9089,153,8713,223,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-09,454,26,222,206,48886,1226,41759,5901,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-09,3,0,7,-4,5479,119,5292,68,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-09,11,0,6,5,61635,932,60381,322,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-09,5,0,10,-5,12522,342,11653,527,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-09,3,0,0,3,10453,214,9956,283,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-05-09,0,1,54,-55,15680,511,13550,1619,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-05-09,322,11,171,140,39166,855,35581,2730,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-05-09,140,5,126,9,21640,1063,19263,1314,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-05-09,76,2,75,-1,30058,990,26714,2354,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-05-10,68,5,87,-24,11898,480,10156,1262,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-10,74,9,134,-69,45832,1416,43249,1167,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-10,92,4,71,17,48129,1228,45071,1830,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-10,18,0,53,-35,7301,175,6267,859,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-10,694,22,607,65,416336,6846,401747,7743,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-10,142,5,215,-78,41204,1028,37159,3017,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-05-10,0,0,3,-3,5423,170,5110,143,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-10,4891,206,6338,-1653,1718575,47218,1574615,96742,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-10,71,1,65,5,8447,137,6724,1586,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-10,1020,14,2278,-1272,294018,3910,260177,29931,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-10,857,76,739,42,188655,8768,170355,9532,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-10,205,21,213,-29,150092,10933,137405,1754,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-10,65,2,87,-24,8680,59,7540,1081,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-10,22,3,63,-44,33658,969,31128,1561,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-10,61,4,149,-92,20928,459,18141,2328,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-10,92,2,125,-35,69672,1677,66737,1258,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-10,4,0,28,-24,11871,188,11201,482,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-10,112,0,132,-20,15041,232,13266,1543,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-10,109,0,82,27,12541,271,10578,1692,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-10,44,1,48,-5,16635,837,14352,1446,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-10,0,0,0,0,7596,118,7169,309,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-10,0,0,2,-2,4434,120,4221,93,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-10,29,2,2,25,10774,403,7965,2406,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-10,60,0,68,-8,15362,395,13364,1603,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-10,0,0,0,0,20428,261,11423,8744,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-10,6,0,14,-8,9095,153,8727,215,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-10,551,14,630,-93,49437,1240,42389,5808,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-10,2,0,2,0,5481,119,5294,68,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-10,27,0,15,12,61662,932,60396,334,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-10,18,3,65,-50,12540,345,11718,477,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-10,2,0,12,-10,10455,214,9968,273,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
